,overall,verified,reviewerID,reviewerName,reviewText,summary,preprocessed_text,ResultadoHF,Sentiment,Score
1149,4.0,True,A3F4V1W3IINU19,Michael R. Lachance,Although it may not have been the BEST ending to this otherwise fascinating look at the humanity of war. Nonetheless this is a very enjoyable and intriging look at an awkward turn of events for two enemies forced to confront their foe on solitary terms. The ending was war itself.  Irony. Tragedy. Ending.,The Ultimate Unpredictable ending,although may best ending otherwise fascinating look humanity war nonetheless enjoyable intriging look awkward turn events two enemies forced confront foe solitary terms ending war irony tragedy ending," POSITIVE,  0.9995597004890442", Positivo,  0.9995597004890442
1150,3.0,True,A2OVOFUZS6WL11,Matti,"Allen's first film as director, not the one of his best, but a good start to his brilliant career. All charasteristics of his ego are here seeding. After this about one movie a year which is pretty incredible. I hope he keeps going.",woody is always good,allen first film director one best good start brilliant career charasteristics ego seeding one movie year pretty incredible hope keeps going," POSITIVE,  0.99986732006073", Positivo,  0.99986732006073
1152,4.0,False,A1X054KUYG5V,One-Line Film Reviews,"The Bottom Line:

A free-wheeling comedy by Allen, made before Annie Hall ushered in his more serious phase, Take the Money and Run offers a lot of laughs in a short period of time; its humor is not always sophisticated, but it should crack you up quite a bit.",3 stars out of 4,bottom line comedy allen made annie hall ushered serious phase take money run offers lot laughs short period time humor always sophisticated crack quite bit," POSITIVE,  0.9995077848434448", Positivo,  0.9995077848434448
1153,2.0,False,A38GVBWEB58UAO,Cary B. Barad,"Probably the least funny of the old Woody Allen films that I've been re-visiting.  Although I really did like the scene where he is given an experimental vaccine and suffers the unusual, ""Side effects of turning into a rabbi for several hours.""",Unintended Side Effects,probably least funny old woody allen films although really like scene given experimental vaccine suffers unusual side effects turning rabbi several hours," NEGATIVE,  0.9992307424545288", Negative,  0.9992307424545288
1154,5.0,True,A2QIC03Y5W50S8,Winston,"I can't stop laughing whenever I remember this movie. Have seen it dubbed in Persian language too and it was even more hilarious. Though I was curious to see the actual English language version and it was even funnier. gosh, this guy is brilliant. Loved it.... I think Woody Allen is a neurotic comedian and this work of him is among the best comedies I have seen. Good job 5/5","Awesome, funny, silly and the best",ca stop laughing whenever remember movie seen dubbed persian language even hilarious though curious see actual english language version even funnier gosh guy brilliant loved think woody allen neurotic comedian work among best comedies seen good job," POSITIVE,  0.9998440742492676", Positivo,  0.9998440742492676
1156,5.0,False,A161ANWB62G3M8,CJ,"This is a hilarious, slapstick gem. It has some of Allen's best lines, a few incredibly entertaining situations and is one of his funniest comedies. This is a very funny movie, strongly recommended.

<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Sherlock-Holmes-and-the-Flying-Zombie-Death-Monkeys/dp/1906669023/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Sherlock Holmes and the Flying Zombie Death Monkeys</a>",One of Woody Allen's best comedies,hilarious slapstick gem allen best lines incredibly entertaining situations one funniest comedies funny movie strongly recommended sherlock holmes flying zombie death monkeys," POSITIVE,  0.9998064637184143", Positivo,  0.9998064637184143
1161,4.0,True,A1ER6IYOMM8VCT,! MR. KNOW IT ALL  ;-b,"This is one of the funniest Woody Allen films. I don't know why it was released in full screen and that is why I deduct one star. One of Woody's less complex comedies, but still one of my favorites. The DVD transfer looks good, but a widescreen version should have been included.",CLASSIC EARLY WOODY! ONE OF THE BEST! WHY FULL SCREEN ???,one funniest woody allen films know released full screen deduct one star one woody less complex comedies still one favorites dvd transfer looks good widescreen version included," POSITIVE,  0.9991617202758789", Positivo,  0.9991617202758789
1163,5.0,True,A327YZ9EDPHDOQ,PATRICK J.POWERS,"Not bad for Woody Allen in his first movie as star,director and writer! It is outrageously funny from start to finish. Add Jackson Beck's narration and you have the makings for a fun,humorous narration on the life and times of Virgil Starkwell, the mastermind of crime! I thought this was a winner when I first saw it several years ago and it is still funny!",Woody Allen's funniest!,bad woody allen first movie star director writer outrageously funny start finish add jackson beck narration makings fun humorous narration life times virgil starkwell mastermind crime thought winner first saw several years ago still funny," POSITIVE,  0.9998608827590942", Positivo,  0.9998608827590942
1166,5.0,False,ABP69F7LFTI1R,kitkatt,Very funny for Woody's first full length feature.  He's an incompetant bank robber and his wife is a laundress.  Enjoy!,Woody is soooo young here,funny woody first full length feature incompetant bank robber wife laundress enjoy," POSITIVE,  0.9997377991676331", Positivo,  0.9997377991676331
1176,5.0,False,A3S98L5B1SR9P1,Zack H.,"This has to be one of the funniest movies ever made. When I first seen it was a Woody Allen movie, I didn't have high expectations. I decided to sit through it anyways. And, to my surprise I actually laughed through most of the entire movie. The documentary type style was the greatest idea. If you love irony this is a great movie to see. Heck, if you love to laugh this is a great movie to see. I give this one a big stamp of approval and I don't do that for many movies",Take the Money and Run (1969),one funniest movies ever made first seen woody allen movie high expectations decided sit anyways surprise actually laughed entire movie documentary type style greatest idea love irony great movie see heck love laugh great movie see give one big stamp approval many movies," POSITIVE,  0.9997332692146301", Positivo,  0.9997332692146301
1177,5.0,False,A39VS8820WCN0G,Bertie,"I'm a great Woody Allen's fan but I believe he offer us three types of movies. 1. Kind of serious movies 2. Nice comedies with great dialogues and history 3. Hilarious comedies. The last type are my type. If you've seen one of the following listed below, you MUST see the others: Love and Death, Bananas, Take the Money and Run, Everything You Always Wanted to Know About Sex But Were Afraid to Ask, Anie Hall, Sleeper, A Midsummer Night's Comedy and Zelig. Garanteed laughs !",Nothing can beat this !!,great woody allen fan believe offer us three types movies kind serious movies nice comedies great dialogues history hilarious comedies last type type seen one following listed must see others love death bananas take money run everything always wanted know sex afraid ask anie hall sleeper midsummer night comedy zelig garanteed laughs," POSITIVE,  0.9997007846832275", Positivo,  0.9997007846832275
1178,5.0,False,A2X6GEC6LCDN4S,J. McAndrew,"The counter scene when Allen's character says he is robbing the bank and has a ""gub"".  That is hilarious!! Many more humorous scenes!
One of America's best comics ever!!",Very Funny,counter scene allen character says robbing bank gub hilarious many humorous scenes one america best comics ever," POSITIVE,  0.999864935874939", Positivo,  0.999864935874939
1180,5.0,False,A3ORS131KH5VSK,D. Weisbord,"This film introduced a film generation to Woody Allen as film maker. A parody of a documentary about a bumblingcrook, its a loosely pieced together series of bits. Some miss the mark, but many are flat out hysterical. Woody robbing the bank (with the teller unable to correctly read his robbery note) and Woody on a chain gang are highlights.",Hilarious,film introduced film generation woody allen film maker parody documentary bumblingcrook loosely pieced together series bits miss mark many flat hysterical woody robbing bank teller unable correctly read robbery note woody chain gang highlights," POSITIVE,  0.9209383130073547", Positivo,  0.9209383130073547
1182,4.0,True,A1GN8UJIZLCA59,P Magnum,"Take The Money & Run is the first film that featured the Woody Allen triple threat of writing, directing and starring.  The film is set as a documentary on the life of the worst criminal of all-time, Virgil Starkwell, who never pulled off a successful crime in his life.  The film is a fast-paced and sharply written.  It sets up the Woody Allen persona, the likable loser, that he would portray in most of his subsequent films.  Take The Money & Run is an excellent start to a movie legend's fabled career.",Money In The Bank,take money run first film featured woody allen triple threat writing directing starring film set documentary life worst criminal virgil starkwell never pulled successful crime life film sharply written sets woody allen persona likable loser would portray subsequent films take money run excellent start movie legend fabled career," POSITIVE,  0.9992345571517944", Positivo,  0.9992345571517944
1185,5.0,False,AC16NVPW23KGG,brent been,"I liked the almost-documentary style that this was shot in. Funniest gag scene is when Woody is chained up with other cons(I nearly busted a gut on that one!). Watch what happens to Woody's soap gun as he almost escapes  from the prison! This one is just downright funny, and does not  include(which I still like) the philosophical discussions on life, death,  sex,etc. This one is hilarious and is superior to Banannas.",Hilarious Early Woody,liked style shot funniest gag scene woody chained cons nearly busted gut one watch happens woody soap gun almost escapes prison one downright funny include still like philosophical discussions life death sex etc one hilarious superior banannas," POSITIVE,  0.9920269846916199", Positivo,  0.9920269846916199
1186,4.0,False,AOPPHDPD830VJ,Holy Olio,"This is the best of Woody Allen's strictly-for-laughs movies.  The interview segments which he uses for both comedic and dramatic purposes in many of his films are probably the most fun here, particularly his  ""parents"" who wear disguises.  The gags are much better than in  his ""Bananas"" and the more than slightly silly plot doesn't bog  down as in his ""Sleeper"".  There are no big moral soapboxes, this  movie is just funny.",Comedy without errors,best woody allen movies interview segments uses comedic dramatic purposes many films probably fun particularly parents wear disguises gags much better bananas slightly silly plot bog sleeper big moral soapboxes movie funny," POSITIVE,  0.9991376399993896", Positivo,  0.9991376399993896
